"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q2",88.2521835006091,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q3",90.0050899601319,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2001-Q4",91.430250145049,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q1",93.0667661742152,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q2",94.2373254135048,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q3",95.3598952537291,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2002-Q4",95.876733934433,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q1",96.6680604029185,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q2",97.6340047399652,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q3",98.0468111877527,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2003-Q4",99.7044518787322,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q1",100.787270721557,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q2",101.770991440746,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q3",102.821408612108,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2004-Q4",103.676909183699,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q1",104.598054890109,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q2",105.756214864661,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q3",106.740359859227,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2005-Q4",107.685370386003,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q1",108.877774431682,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q2",110.400913397936,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q3",111.189822262059,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2006-Q4",112.461489908324,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q1",114.002678827139,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q2",115.20793083917,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q3",116.922301825129,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2007-Q4",118.247088508563,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q1",118.328908827645,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q2",118.893832469389,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q3",119.831606305417,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2008-Q4",117.50565239755,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q1",116.292524313669,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q2",113.410289718349,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q3",111.835763798809,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2009-Q4",111.861422169173,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q1",111.458904447261,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q2",111.915168711041,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q3",111.373707431661,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2010-Q4",110.852219410037,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q1",110.91705621367,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q2",109.965291470066,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q3",108.808766696692,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2011-Q4",107.068885619573,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q1",104.922284726241,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q2",103.726415650612,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q3",99.0693017399723,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2012-Q4",99.7219978831752,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q1",96.9172543342789,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q2",95.3693169426544,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q3",95.3529035774068,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2013-Q4",95.3514813935727,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q1",95.709815565827,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q2",96.5794276728791,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q3",96.5347204903316,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2014-Q4",97.3051139008992,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q1",98.201953980671,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q2",99.4619795530976,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q3",100.809552030035,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2015-Q4",101.526514436196,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q1",102.741999113459,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q2",103.892920437224,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q3",105.817771715754,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2016-Q4",107.617308733564,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q1",109.593136696211,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q2",111.714782766963,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q3",113.655228789308,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2017-Q4",116.766652673615,
"NLD","HOUSECOST","NOMINAL","IDX2015","Q","2018-Q1",119.761535156843,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q1",83.6254036415478,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q2",79.7588839244531,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q3",75.2959524715918,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1980-Q4",75.4130121055043,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q1",74.2453708535723,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q2",69.6372707150879,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q3",66.521771369963,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1981-Q4",62.8265334962908,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q1",58.7196142604379,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q2",58.2011465191362,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q3",59.931912792608,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1982-Q4",60.0885201442166,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q1",62.8194239476593,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q2",63.9320633944875,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q3",63.1643057620764,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1983-Q4",61.125734833226,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q1",59.7644648128616,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q2",58.3087194461646,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q3",58.2366045805051,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1984-Q4",58.0138972087994,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q1",57.3196784561883,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q2",57.0255931268867,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q3",55.7178454758562,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1985-Q4",56.0897366849454,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q1",55.9329674010023,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q2",55.8146230373892,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q3",57.0156945145438,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1986-Q4",57.59414729551,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q1",58.3469350177356,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q2",58.8848801451718,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q3",59.1151475045559,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1987-Q4",59.8073490553097,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q1",61.4782047124404,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q2",61.8381704866169,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q3",61.7085250889129,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1988-Q4",60.7193172403382,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q1",61.4196606108676,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q2",60.1885798468985,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q3",59.585610138558,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1989-Q4",58.3559435206394,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q1",54.1400104840275,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q2",55.4033824662343,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q3",54.5263001626903,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1990-Q4",54.0562604806399,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q1",55.6602232286085,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q2",55.6528404508743,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q3",55.4243808853369,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1991-Q4",56.0422156300359,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q1",55.849371500225,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q2",54.4585463773604,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q3",58.5744154090714,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1992-Q4",59.0757239728943,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q1",60.8751421653724,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q2",61.4473046432781,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q3",62.7135531239265,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1993-Q4",64.0256161717716,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q1",65.9307179634255,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q2",66.4840459453152,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q3",67.7805653905394,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1994-Q4",67.8266124124215,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q1",68.3126379460669,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q2",68.7991275216754,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q3",69.4772603267379,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1995-Q4",70.4207986358334,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q1",72.1266891128402,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q2",73.3297850325911,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q3",74.1536910393068,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1996-Q4",75.2936239431437,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q1",75.9530988528988,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q2",77.0295384366406,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q3",77.9130989176739,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1997-Q4",79.421935895648,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q1",80.3263057638449,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q2",81.4810108809572,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q3",82.8056344303545,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1998-Q4",84.7287649287082,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q1",87.0215712192581,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q2",89.9076107629222,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q3",93.2352741744138,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","1999-Q4",96.7049286549363,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q1",101.491536866493,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q2",103.084636100499,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q3",104.296981721534,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2000-Q4",104.962978977245,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q1",103.412129105053,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q2",104.919012732133,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q3",106.364070669759,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2001-Q4",107.797552231245,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q1",108.399508689216,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q2",109.777407471489,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q3",111.085066090871,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2002-Q4",111.627447926664,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q1",112.817612447543,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q2",113.652746914787,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q3",113.808151998199,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2003-Q4",115.488965124123,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q1",115.881120182774,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q2",117.240833147405,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q3",118.778854009688,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q4",119.959606507466,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q1",122.730939880571,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q2",123.333846503786,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q3",123.294842393604,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q4",122.979533110675,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q1",123.292430853208,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q2",123.708258702328,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q3",123.419565622232,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q4",123.751994107349,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q1",123.964410065021,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q2",124.305179460387,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q3",125.298019904708,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q4",126.067616255108,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q1",124.280813139549,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q2",124.880368234421,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q3",126.136410426054,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q4",124.099198207417,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q1",123.124523951006,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q2",120.422861622803,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q3",118.949299495213,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q4",118.964252583694,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q1",119.617037175658,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q2",119.514406144084,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q3",118.184274744977,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q4",116.88713159316,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q1",115.696668387008,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q2",114.400537830577,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q3",113.101102768747,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q4",111.303237095283,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q1",109.000541366597,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q2",107.713292571551,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q3",102.74598883821,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q4",103.189840049719,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q1",100.512030650058,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q2",98.4665545833964,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q3",97.958774120464,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q4",97.4810958342359,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q1",97.1619236913856,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q2",97.7587257195726,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q3",97.4879653609737,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q4",98.0225335651672,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q1",99.0478330304811,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q2",99.8244147902817,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q3",100.555258744913,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q4",100.572493434324,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q1",101.266129468303,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q2",101.672807955477,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q3",102.849831855781,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q4",103.928155741293,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q1",105.169087402029,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q2",106.519201082504,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q3",107.68249002426,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q4",109.935617729237,
"NLD","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q1",110.8160535939,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1970-Q1",73.0434560434385,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1970-Q2",76.289384530367,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1970-Q3",72.8253105096362,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1970-Q4",73.9801691612909,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1971-Q1",74.2057201467767,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1971-Q2",74.9959045069872,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1971-Q3",77.1002337612467,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1971-Q4",77.8218988585143,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1972-Q1",77.5162012988616,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1972-Q2",76.2709121798637,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1972-Q3",76.3983948817615,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1972-Q4",77.3447512202898,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1973-Q1",78.4322950958419,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1973-Q2",77.8875361836414,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1973-Q3",79.1339008777217,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1973-Q4",80.4316531369774,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1974-Q1",81.6791893165586,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1974-Q2",80.8834883732692,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1974-Q3",81.0152927208449,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1974-Q4",81.7350075448522,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1975-Q1",82.7054153696097,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1975-Q2",87.4790368128651,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1975-Q3",83.4102166698874,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1975-Q4",88.158951354646,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1976-Q1",92.0679057856681,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1976-Q2",94.0228295476555,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1976-Q3",103.483727092551,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1976-Q4",110.69064034856,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1977-Q1",120.068706053638,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1977-Q2",126.749787466222,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1977-Q3",133.663564382,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1977-Q4",135.758522625781,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1978-Q1",135.272639760707,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1978-Q2",139.630353034085,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1978-Q3",127.394060748962,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1978-Q4",126.28696132617,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q1",121.226797936799,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q2",117.933525489676,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q3",115.813993646293,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q4",111.311833291115,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q1",107.20271960069,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q2",102.59541622687,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q3",95.8007294272237,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q4",94.4661053943788,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q1",92.238531915126,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q2",86.006507526048,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q3",80.6450017099291,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q4",75.3984867005265,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q1",71.2103779794624,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q2",69.141326376248,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q3",67.4515746830229,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q4",65.7585024939557,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q1",65.6784005371638,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q2",66.6890588286728,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q3",65.9207363769995,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q4",64.1846642713523,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q1",63.0493176468669,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q2",61.7823594996751,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q3",62.0631792864731,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q4",61.549774426557,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q1",60.4576309705163,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q2",60.4468548558223,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q3",59.5297850681657,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q4",60.0755552892628,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q1",60.8015966011987,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q2",60.6358215811731,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q3",62.1266273743978,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q4",62.152406825697,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q1",62.7653798042683,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q2",62.7944758083199,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q3",62.9900716638993,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q4",63.3331585913266,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q1",63.190386500197,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q2",64.0456010233245,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q3",64.7915574597314,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q4",65.0112310483121,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q1",65.5676607466938,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q2",66.1047851646225,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q3",67.3502912926499,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q4",67.4210558481508,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q1",66.5781741321248,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q2",66.9541745775865,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q3",65.6024736335099,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q4",64.7764162052906,
"NLD","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q1",64.6570418250024,
